student_id,semester,course_code,course_name,subject_area,credits,instructor,grade_letter,numeric_grade,prior_gpa,study_hours,attendance_rate,gender,age,year_of_study,scholarship,extracurricular,internship,homework_avg,final_exam
1759,2021Fall,CS227,Elective 7,AI,4,Thomas,B-,80.39,3.04,,100.0,F,19,Freshman,0,0,0,77.63,78.01
2416,2020Fall,CS220,Cryptography,Theory,4,Rodriguez,B,83.72,2.42,5.7,89.5,F,22,Junior,0,0,0,78.22,84.89
3115,2023Spring,CS218,Parallel Computing,Systems,4,Taylor,B-,80.35,3.26,27.3,84.7,F,18,Freshman,0,3,0,73.81,71.71
1505,2022Spring,CS231,Elective 11,Programming,3,Smith,A,95.83,2.94,4.1,78.2,Other,18,Freshman,0,1,1,95.12,85.45
36,2021Fall,CS219,Theory of Computation,Theory,4,Moore,C+,77.19,4.0,,75.8,F,21,Sophomore,0,3,0,77.47,79.58
1410,2021Fall,CS101,Intro to Programming,Programming,3,Martin,C,75.31,3.46,16.5,86.3,M,20,Sophomore,0,1,1,72.77,77.47
1853,2020Spring,CS202,Discrete Math,Theory,4,Hernandez,B,85.64,3.29,14.8,68.7,Other,18,Freshman,0,3,0,89.89,85.63
5696,2020Fall,CS211,Cybersecurity,Networks,4,Hernandez,C+,77.5,3.02,17.3,76.9,F,20,Sophomore,0,4,0,80.63,67.75
676,2021Fall,CS223,Elective 3,Data Science,3,Brown,A-,92.18,3.77,28.0,83.8,M,20,Sophomore,0,0,1,96.04,92.99
1966,2021Fall,CS102,Data Structures,Programming,3,Johnson,A,93.08,2.92,19.1,100.0,Other,22,Junior,0,5,0,85.94,89.85
4109,2021Fall,CS222,Elective 2,AI,3,Johnson,B-,82.96,4.0,15.5,87.9,Other,18,Freshman,1,1,1,95.43,89.95
1090,2023Spring,CS233,Elective 13,Theory,3,Jackson,D,69.5,2.93,12.4,100.0,F,18,Freshman,1,0,0,69.52,70.61
5530,2023Spring,CS222,Elective 2,AI,3,Martinez,B-,81.42,3.52,18.1,79.1,M,18,Freshman,0,3,0,,74.92
2521,2022Spring,CS206,Networks,Networks,4,Garcia,C+,79.17,3.81,0.0,72.7,M,21,Sophomore,0,2,1,,
4975,2021Spring,CS212,Cloud Computing,Systems,3,Martinez,B-,81.2,3.75,28.8,90.7,M,18,Freshman,0,3,0,79.98,84.28
1792,2020Fall,CS213,Data Mining,Data Science,3,Williams,C,73.84,3.25,12.1,88.6,Other,20,Sophomore,0,0,0,81.86,71.23
4935,2023Spring,CS229,Elective 9,AI,4,Martinez,C,76.64,2.16,13.3,79.6,Other,18,Freshman,0,3,0,73.45,72.7
5421,2022Spring,CS224,Elective 4,Networks,3,Wilson,B,84.72,5.0,15.1,81.1,Other,20,Sophomore,0,1,0,87.53,87.13
1644,2023Spring,CS208,Web Development,Programming,3,Martinez,C+,78.61,3.15,9.5,99.4,M,20,Sophomore,0,3,0,84.32,79.31
3808,2023Fall,CS215,Computer Graphics,Programming,4,Williams,B,85.72,2.79,8.9,93.7,F,20,Sophomore,0,2,0,84.42,91.87
1461,2021Fall,CS214,Big Data,Data Science,3,Jackson,B,84.89,2.56,19.6,,Other,18,Freshman,0,4,0,86.91,85.35
5140,2020Fall,CS212,Cloud Computing,Systems,3,Davis,B+,89.2,3.43,27.7,,F,22,Junior,0,2,0,85.26,87.11
5222,2021Fall,CS214,Big Data,Data Science,3,Hernandez,B,85.66,3.13,5.4,95.7,M,19,Freshman,0,4,0,78.78,84.12
152,2023Fall,CS214,Big Data,Data Science,4,Garcia,B+,87.81,2.63,20.6,91.9,M,22,Junior,0,0,0,89.58,99.31
3932,2023Spring,CS210,AI,AI,3,Jackson,B+,87.42,3.78,28.8,74.6,F,18,Freshman,0,0,0,85.01,87.24
1143,2021Spring,CS209,Machine Learning,AI,3,Hernandez,B-,82.25,1.4,12.2,86.7,Other,21,Sophomore,0,2,0,89.83,85.58
5013,2023Fall,CS102,Data Structures,Programming,3,Hernandez,A,95.0,3.3,24.6,73.8,F,22,Junior,0,0,0,83.14,85.85
1109,2023Spring,CS218,Parallel Computing,Systems,4,Garcia,D,69.83,2.36,10.2,88.0,M,23,Junior,0,2,0,67.61,81.25
4611,2020Fall,CS229,Elective 9,AI,3,Moore,B-,81.6,3.89,13.0,96.5,Other,23,Junior,1,0,0,81.99,79.79
4836,2021Spring,CS224,Elective 4,Networks,3,Taylor,C,74.88,3.75,25.7,65.9,M,18,Freshman,1,2,0,83.64,73.73
5393,2021Fall,CS231,Elective 11,Programming,3,Thomas,C+,77.45,3.19,12.6,73.0,F,24,Senior,0,0,0,77.21,83.01
4217,2020Fall,CS201,Algorithms,Algorithms,3,Brown,C+,78.88,3.65,14.2,100.0,M,20,Sophomore,0,0,1,70.92,71.3
1919,2020Spring,CS207,Software Engineering,Software Engineering,3,Moore,B-,81.07,2.35,,100.0,M,25,Senior,0,1,0,80.18,77.65
745,2021Spring,CS207,Software Engineering,Software Engineering,4,Miller,A-,90.05,3.37,,100.0,M,22,Junior,0,1,0,86.39,100.0
2380,2022Spring,CS208,Web Development,Programming,4,Jackson,A-,90.58,4.0,37.5,92.7,Other,20,Sophomore,1,3,0,85.11,86.52
1372,2020Fall,CS205,Database Systems,Databases,3,Smith,B,84.96,3.69,36.4,100.0,Other,22,Junior,0,0,0,84.12,96.92
5530,2020Fall,CS223,Elective 3,Data Science,3,Rodriguez,B-,80.1,3.97,0.0,77.8,M,18,Freshman,0,3,0,76.88,96.39
4033,2023Fall,CS231,Elective 11,Programming,4,Davis,A-,90.53,3.85,18.9,68.4,F,19,Freshman,1,4,1,89.86,89.14
1096,2022Spring,CS216,Human-Computer Interaction,Software Engineering,3,Johnson,B,86.04,3.44,25.5,58.1,Other,18,Freshman,0,1,0,,92.28
76,2020Fall,CS206,Networks,Networks,3,Miller,A,94.67,3.6,9.1,74.5,Other,18,Freshman,0,1,0,97.13,89.02
3837,2023Spring,CS221,Elective 1,Algorithms,4,Taylor,D,67.11,2.84,9.3,72.7,F,18,Freshman,0,4,0,66.26,81.6
859,2020Spring,CS221,Elective 1,Algorithms,3,Lee,B,84.55,3.51,19.8,72.2,F,18,Freshman,1,3,0,80.42,88.27
51,2023Spring,CS237,Elective 17,Programming,3,Taylor,D,65.58,3.65,9.5,96.0,Other,18,Freshman,0,3,0,62.13,68.24
1626,2020Fall,CS219,Theory of Computation,Theory,3,Lee,B+,89.04,3.14,11.0,96.5,F,23,Junior,0,3,0,83.54,87.6
2693,2021Fall,CS204,Operating Systems,Systems,3,Jones,B,85.88,3.98,13.8,62.6,M,18,Freshman,1,2,0,92.47,88.34
3383,2023Spring,CS233,Elective 13,Theory,3,Hernandez,B,83.81,3.7,8.0,82.4,Other,18,Freshman,0,2,1,76.23,83.76
4313,2020Spring,CS208,Web Development,Programming,4,Williams,B,83.97,3.32,13.5,,M,18,Freshman,0,2,1,87.78,81.96
3683,2022Fall,CS201,Algorithms,Algorithms,3,Smith,B,84.57,3.27,7.6,66.1,F,19,Freshman,0,2,0,83.12,83.34
1468,2022Fall,CS208,Web Development,Programming,3,Hernandez,B,84.55,3.22,35.1,97.5,F,20,Sophomore,0,0,0,79.21,91.38
4534,2022Fall,CS203,Computer Organization,Systems,3,Williams,B,83.89,2.65,24.4,91.0,Other,18,Freshman,0,2,0,82.66,74.87
4209,2023Fall,CS219,Theory of Computation,Theory,3,Wilson,C,74.33,3.22,13.6,81.1,M,24,Senior,0,5,0,62.84,72.12
890,2021Fall,CS222,Elective 2,AI,3,Miller,B,86.23,3.49,31.5,100.0,Other,18,Freshman,0,0,1,93.64,88.0
3071,2022Spring,CS236,Elective 16,Algorithms,3,Davis,C,75.74,3.81,12.6,100.0,F,19,Freshman,1,0,0,78.15,65.58
4417,2022Spring,CS229,Elective 9,AI,4,Garcia,B-,82.7,3.38,6.7,,F,22,Junior,0,0,0,87.69,94.85
3686,2022Fall,CS209,Machine Learning,AI,3,Rodriguez,C+,79.72,3.83,7.8,73.3,Other,22,Junior,0,1,0,70.65,76.52
404,2020Fall,CS210,AI,AI,4,Taylor,A,94.69,3.87,17.5,100.0,M,23,Junior,0,3,0,95.29,100.0
5745,2021Fall,CS226,Elective 6,Algorithms,4,Taylor,C+,78.48,3.33,30.1,84.5,M,18,Freshman,0,0,0,80.74,71.47
5001,2021Spring,CS237,Elective 17,Programming,4,Martinez,C,73.36,2.63,13.6,79.2,M,22,Junior,0,1,0,74.93,
1380,2020Spring,CS206,Networks,Networks,3,Wilson,C+,78.16,2.45,7.7,86.7,F,22,Junior,0,2,0,75.55,73.51
738,2020Spring,CS234,Elective 14,Systems,3,Jackson,C,73.52,2.78,12.0,100.0,M,19,Freshman,0,2,0,76.2,79.29
1625,2020Fall,CS203,Computer Organization,Systems,3,Martinez,A,97.06,3.32,0.9,68.7,Other,18,Freshman,0,3,0,98.64,93.85
387,2022Spring,CS233,Elective 13,Theory,3,Wilson,D,63.9,2.73,14.0,88.9,Other,19,Freshman,0,5,0,70.0,58.8
3102,2023Spring,CS218,Parallel Computing,Systems,4,Davis,A,95.19,4.0,9.1,100.0,F,21,Sophomore,0,0,0,87.98,100.0
5271,2023Spring,CS214,Big Data,Data Science,4,Anderson,A-,90.97,3.43,15.1,100.0,F,19,Freshman,0,0,0,80.31,90.98
2577,2023Spring,CS101,Intro to Programming,Programming,3,Anderson,C,76.68,3.56,20.4,,Other,21,Sophomore,0,3,0,88.97,84.56
503,2022Spring,CS201,Algorithms,Algorithms,3,Martin,B-,81.26,2.99,12.8,68.6,M,18,Freshman,0,3,0,85.95,85.06
4875,2022Spring,CS225,Elective 5,Theory,3,Wilson,B,84.29,3.53,18.3,90.2,Other,18,Freshman,0,4,0,85.46,88.48
319,2020Spring,CS101,Intro to Programming,Programming,3,Anderson,C+,78.17,4.0,11.8,80.5,F,19,Freshman,0,2,0,80.2,86.94
1519,2021Spring,CS237,Elective 17,Programming,3,Martin,C+,79.11,2.86,15.9,95.0,Other,18,Freshman,0,3,0,79.24,88.03
1145,2020Fall,CS223,Elective 3,Data Science,4,Wilson,C+,77.28,2.57,,94.3,M,18,Freshman,0,1,0,86.75,77.52
214,2023Fall,CS224,Elective 4,Networks,3,Lee,C,76.31,4.0,4.0,72.1,M,18,Freshman,0,3,0,76.82,68.64
1106,2023Fall,CS203,Computer Organization,Systems,4,Miller,B,84.85,2.91,,100.0,M,21,Sophomore,0,2,0,91.36,86.16
2781,2022Fall,CS217,Compiler Design,Systems,3,Williams,C,75.1,3.26,,77.8,M,18,Freshman,0,1,0,71.32,75.19
5867,2021Fall,CS216,Human-Computer Interaction,Software Engineering,4,Martinez,B,85.15,3.67,14.8,83.8,F,18,Freshman,0,3,0,88.65,87.13
3841,2021Fall,CS214,Big Data,Data Science,3,Brown,A-,92.71,2.84,24.4,72.0,M,19,Freshman,0,1,0,90.22,96.85
5652,2021Spring,CS216,Human-Computer Interaction,Software Engineering,3,Anderson,B,83.23,3.17,21.2,80.2,Other,25,Senior,0,1,0,88.41,
4238,2022Fall,CS207,Software Engineering,Software Engineering,4,Martin,B+,87.26,2.68,11.5,73.8,F,24,Senior,0,1,0,88.87,80.83
1725,2022Spring,CS222,Elective 2,AI,4,Wilson,B-,82.84,3.52,12.3,87.8,F,21,Sophomore,1,1,0,83.19,84.64
4260,2020Fall,CS230,Elective 10,Systems,4,Wilson,B+,87.5,2.98,14.7,90.6,F,19,Freshman,0,0,0,92.65,87.73
467,2023Spring,CS216,Human-Computer Interaction,Software Engineering,3,Rodriguez,C,76.59,3.42,24.6,56.9,Other,24,Senior,0,1,1,70.75,84.23
4465,2022Spring,CS220,Cryptography,Theory,3,Miller,B-,81.22,2.99,0.0,71.3,F,21,Sophomore,0,2,0,75.98,
3140,2021Spring,CS212,Cloud Computing,Systems,4,Davis,D,63.85,2.9,18.0,75.5,Other,21,Sophomore,0,3,0,63.94,76.23
5507,2020Fall,CS217,Compiler Design,Systems,3,Martinez,B,83.29,2.66,15.8,95.3,M,18,Freshman,0,0,0,82.93,
293,2023Fall,CS205,Database Systems,Databases,3,Wilson,A,94.76,3.14,24.3,100.0,Other,23,Junior,0,1,0,89.86,100.0
4443,2020Spring,CS227,Elective 7,AI,3,Moore,C,75.28,3.51,16.1,86.6,F,21,Sophomore,0,2,0,74.02,77.92
1540,2022Fall,CS101,Intro to Programming,Programming,3,Taylor,A,94.9,3.01,3.7,81.4,M,18,Freshman,0,0,0,93.08,85.73
5718,2022Spring,CS234,Elective 14,Systems,3,Jones,A,100.0,3.46,26.4,80.1,F,24,Senior,1,3,0,100.0,100.0
431,2023Fall,CS212,Cloud Computing,Systems,4,Jones,B-,81.87,3.82,0.8,,M,19,Freshman,0,4,0,87.13,84.0
665,2021Fall,CS205,Database Systems,Databases,4,Davis,A,98.22,3.8,4.8,100.0,Other,20,Sophomore,0,3,0,100.0,96.97
4831,2022Spring,CS204,Operating Systems,Systems,4,Wilson,A-,91.58,3.69,15.1,70.7,Other,18,Freshman,0,2,0,88.45,81.19
4214,2022Fall,CS223,Elective 3,Data Science,4,Martin,C+,79.46,2.42,14.0,100.0,F,18,Freshman,0,3,0,75.98,91.49
5716,2021Spring,CS202,Discrete Math,Theory,3,Moore,C+,79.89,3.03,13.2,69.4,F,19,Freshman,0,0,0,79.23,81.44
4321,2022Spring,CS208,Web Development,Programming,4,Lopez,A-,90.94,4.0,20.5,64.5,F,21,Sophomore,1,2,0,89.79,95.91
1285,2022Fall,CS223,Elective 3,Data Science,4,Lee,B+,89.94,4.0,23.4,84.6,Other,19,Freshman,0,0,0,84.98,88.38
2172,2022Spring,CS231,Elective 11,Programming,4,Martinez,B-,81.67,2.98,16.3,100.0,F,22,Junior,0,0,0,82.62,88.55
855,2021Fall,CS214,Big Data,Data Science,3,Lee,B,84.74,3.22,11.5,,F,18,Freshman,0,0,0,87.2,86.05
3011,2023Spring,CS211,Cybersecurity,Networks,3,Garcia,C-,72.3,4.0,9.0,47.2,Other,23,Junior,0,3,0,67.45,64.21
186,2023Fall,CS227,Elective 7,AI,3,Garcia,B-,80.19,3.48,28.7,100.0,M,18,Freshman,1,3,0,82.23,87.66
4783,2021Fall,CS237,Elective 17,Programming,3,Hernandez,B,83.36,3.64,11.2,83.4,Other,22,Junior,0,1,0,89.34,93.81
1351,2022Fall,CS224,Elective 4,Networks,3,Johnson,B-,82.11,3.72,12.1,,Other,20,Sophomore,0,1,0,87.13,92.52
5391,2021Fall,CS203,Computer Organization,Systems,3,Hernandez,B,83.22,3.0,15.4,100.0,F,18,Freshman,0,1,0,88.06,87.84
886,2023Spring,CS220,Cryptography,Theory,4,Martin,B,86.03,3.91,6.9,71.6,F,18,Freshman,0,1,0,83.98,97.78
2705,2022Spring,CS234,Elective 14,Systems,4,Williams,C,74.05,3.38,19.2,74.8,Other,21,Sophomore,0,1,0,71.95,67.24
4675,2022Spring,CS101,Intro to Programming,Programming,4,Moore,C,74.58,3.51,7.8,68.7,Other,18,Freshman,0,3,1,72.05,76.62
1992,2022Fall,CS216,Human-Computer Interaction,Software Engineering,3,Rodriguez,B,84.69,3.84,10.5,62.6,F,20,Sophomore,0,1,0,98.46,66.73
3905,2023Spring,CS211,Cybersecurity,Networks,3,Thomas,A-,90.38,3.48,19.5,97.6,Other,22,Junior,0,2,0,,86.15
4473,2023Fall,CS225,Elective 5,Theory,3,Davis,A,95.17,3.64,26.2,84.2,Other,18,Freshman,1,3,0,95.19,100.0
4960,2023Spring,CS201,Algorithms,Algorithms,3,Martin,C+,79.79,3.2,17.7,72.4,Other,19,Freshman,0,4,0,73.99,89.55
1325,2022Spring,CS230,Elective 10,Systems,3,Davis,A-,91.48,2.78,,74.9,F,19,Freshman,0,0,0,93.02,88.33
996,2022Spring,CS213,Data Mining,Data Science,3,Jackson,D,69.43,2.7,14.1,84.9,F,18,Freshman,0,3,0,78.36,74.02
50,2020Fall,CS218,Parallel Computing,Systems,3,Garcia,C,73.06,3.68,11.0,86.4,Other,19,Freshman,0,0,0,73.74,68.73
1906,2022Fall,CS203,Computer Organization,Systems,4,Thomas,C+,77.57,2.5,24.3,84.7,M,20,Sophomore,0,4,0,74.75,86.37
2088,2021Fall,CS211,Cybersecurity,Networks,3,Martinez,A,100.0,3.32,17.7,69.7,F,20,Sophomore,0,3,0,89.93,95.76
3211,2023Fall,CS205,Database Systems,Databases,3,Thomas,B,84.4,2.87,25.8,72.1,F,18,Freshman,0,1,0,,78.52
3113,2020Spring,CS215,Computer Graphics,Programming,3,Miller,B-,82.58,3.57,22.5,81.9,F,19,Freshman,0,3,1,86.95,81.16
1084,2022Fall,CS228,Elective 8,Systems,3,Brown,A-,90.09,3.66,27.3,76.3,M,26,Senior,1,3,0,85.27,100.0
4520,2023Fall,CS215,Computer Graphics,Programming,3,Lee,B+,87.51,3.9,1.6,100.0,Other,21,Sophomore,1,9,0,91.11,84.71
5900,2021Spring,CS203,Computer Organization,Systems,3,Johnson,A,100.0,3.81,,100.0,Other,21,Sophomore,0,3,0,,100.0
514,2023Spring,CS232,Elective 12,Systems,3,Moore,B,84.99,3.49,14.6,83.4,Other,23,Junior,0,3,1,86.43,86.87
4507,2021Fall,CS231,Elective 11,Programming,4,Hernandez,B+,88.47,4.0,11.2,100.0,F,20,Sophomore,0,2,0,98.05,
3445,2020Spring,CS211,Cybersecurity,Networks,3,Smith,B,83.68,3.16,17.9,100.0,Other,23,Junior,0,2,0,85.16,89.4
4579,2020Spring,CS102,Data Structures,Programming,3,Jackson,B,83.1,3.5,,84.3,F,19,Freshman,1,2,0,85.63,78.05
65,2023Fall,CS219,Theory of Computation,Theory,3,Martinez,B,86.28,2.43,15.5,86.0,M,24,Senior,0,3,0,85.61,88.78
4297,2020Fall,CS207,Software Engineering,Software Engineering,3,Wilson,C+,79.66,3.78,6.3,64.5,Other,19,Freshman,0,1,0,83.15,75.32
3041,2020Fall,CS233,Elective 13,Theory,4,Brown,B+,88.26,2.58,19.0,99.7,F,22,Junior,0,2,0,96.03,
1982,2021Fall,CS231,Elective 11,Programming,4,Brown,B-,82.25,3.53,28.3,74.6,M,18,Freshman,0,1,1,85.76,89.59
1095,2021Fall,CS215,Computer Graphics,Programming,3,Brown,C,74.15,3.6,,98.6,F,20,Sophomore,0,2,0,72.58,73.14
1368,2023Spring,CS205,Database Systems,Databases,3,Smith,B+,87.4,1.93,25.4,69.1,F,18,Freshman,0,1,0,79.26,90.62
5732,2022Fall,CS210,AI,AI,4,Miller,C+,79.99,2.83,11.8,100.0,F,18,Freshman,0,5,1,80.17,84.68
2423,2023Spring,CS203,Computer Organization,Systems,3,Miller,B,84.38,2.95,18.1,71.0,F,18,Freshman,0,2,0,81.0,78.96
3621,2023Spring,CS201,Algorithms,Algorithms,3,Anderson,D,63.91,4.0,11.9,100.0,F,19,Freshman,0,3,0,64.9,53.89
1236,2023Fall,CS236,Elective 16,Algorithms,4,Davis,B+,89.87,3.69,14.5,100.0,M,18,Freshman,1,1,0,94.76,98.53
4613,2023Spring,CS204,Operating Systems,Systems,4,Lee,C+,79.63,2.72,9.5,92.4,F,20,Sophomore,0,1,0,86.51,
951,2020Fall,CS228,Elective 8,Systems,4,Garcia,B+,87.24,3.44,15.2,86.8,Other,18,Freshman,0,0,0,,87.48
2988,2023Spring,CS213,Data Mining,Data Science,3,Brown,C+,77.53,3.18,15.5,100.0,Other,18,Freshman,0,4,0,81.54,87.74
4035,2023Fall,CS208,Web Development,Programming,4,Williams,B+,88.58,3.53,15.9,100.0,F,19,Freshman,0,3,0,83.41,80.13
3977,2021Spring,CS232,Elective 12,Systems,3,Brown,C,75.72,3.53,13.1,74.5,F,18,Freshman,0,1,1,75.86,
5544,2021Spring,CS222,Elective 2,AI,3,Garcia,C-,72.99,3.33,13.3,64.2,Other,23,Junior,0,0,1,71.04,76.08
3107,2023Fall,CS231,Elective 11,Programming,3,Moore,B+,87.96,3.63,15.8,79.0,F,19,Freshman,0,2,1,94.42,87.1
3836,2023Fall,CS238,Elective 18,Data Science,3,Rodriguez,A,96.3,3.27,29.2,100.0,Other,18,Freshman,0,2,0,100.0,97.82
3610,2020Spring,CS221,Elective 1,Algorithms,4,Miller,C-,72.68,2.21,,83.6,Other,22,Junior,0,0,0,,72.64
3677,2021Spring,CS201,Algorithms,Algorithms,3,Martin,B-,82.23,2.55,16.3,100.0,M,18,Freshman,0,1,0,81.52,82.27
3644,2023Spring,CS223,Elective 3,Data Science,3,Lopez,C+,78.29,2.68,16.3,,M,21,Sophomore,0,1,0,78.3,90.97
2825,2021Spring,CS219,Theory of Computation,Theory,3,Anderson,D,65.45,3.26,5.2,84.5,Other,19,Freshman,0,0,0,57.09,77.33
4382,2021Fall,CS203,Computer Organization,Systems,3,Garcia,C+,79.35,3.79,14.7,97.6,F,21,Sophomore,0,2,0,81.42,84.69
1984,2023Fall,CS233,Elective 13,Theory,3,Davis,C,75.12,2.82,19.0,73.6,M,20,Sophomore,0,2,0,,71.73
5168,2023Spring,CS235,Elective 15,Systems,3,Wilson,C,73.19,3.43,16.8,100.0,M,20,Sophomore,0,2,0,,74.15
3382,2022Spring,CS233,Elective 13,Theory,4,Wilson,C-,70.29,3.15,6.8,61.8,M,18,Freshman,0,2,0,60.78,63.87
1811,2023Spring,CS210,AI,AI,3,Jackson,B-,80.64,3.5,19.8,87.5,F,19,Freshman,0,0,0,75.81,
5998,2020Spring,CS220,Cryptography,Theory,3,Anderson,C,76.55,2.47,1.6,79.2,Other,23,Junior,0,1,0,81.53,66.81
2157,2021Fall,CS205,Database Systems,Databases,3,Rodriguez,B-,82.84,3.24,22.5,97.6,F,19,Freshman,0,3,0,,76.03
32,2020Spring,CS230,Elective 10,Systems,3,Brown,B-,81.77,2.8,13.5,73.0,M,22,Junior,0,3,0,,82.29
1084,2023Spring,CS229,Elective 9,AI,3,Moore,C,73.55,-1.0,1.4,100.0,M,26,Senior,1,3,0,72.04,68.52
5170,2023Spring,CS226,Elective 6,Algorithms,3,Lopez,A,94.95,3.6,26.2,97.6,Other,22,Junior,0,1,1,97.16,79.28
2194,2021Fall,CS227,Elective 7,AI,3,Williams,B+,89.35,3.48,8.6,100.0,M,18,Freshman,0,4,1,93.48,85.57
2737,2022Fall,CS214,Big Data,Data Science,3,Lopez,B-,81.51,2.81,18.4,91.0,Other,18,Freshman,0,2,0,89.81,75.28
4093,2020Spring,CS205,Database Systems,Databases,4,Williams,C,74.92,2.61,96.9,79.5,F,18,Freshman,0,2,0,72.54,82.69
5742,2023Spring,CS218,Parallel Computing,Systems,3,Garcia,B+,87.36,3.36,8.2,97.9,Other,20,Sophomore,0,2,1,,100.0
2335,2021Fall,CS226,Elective 6,Algorithms,4,Lopez,D,69.73,3.36,15.5,92.7,F,21,Sophomore,0,3,0,63.34,69.47
4151,2022Fall,CS224,Elective 4,Networks,3,Johnson,D,69.84,3.15,8.8,88.4,Other,19,Freshman,0,4,0,57.9,60.43
1070,2023Fall,CS234,Elective 14,Systems,3,Garcia,B+,87.8,3.7,35.4,79.1,Other,18,Freshman,0,2,0,83.91,89.73
4749,2021Fall,CS218,Parallel Computing,Systems,3,Anderson,B,85.0,2.57,20.3,94.0,F,18,Freshman,0,1,0,,85.37
4008,2022Spring,CS221,Elective 1,Algorithms,3,Brown,B,86.04,2.77,19.4,100.0,Other,21,Sophomore,0,1,0,85.47,82.8
162,2020Spring,CS215,Computer Graphics,Programming,3,Rodriguez,A-,90.47,3.34,23.6,94.2,M,18,Freshman,0,5,0,88.52,79.84
4141,2023Spring,CS236,Elective 16,Algorithms,3,Davis,B,83.48,3.86,9.0,98.6,Other,18,Freshman,0,1,0,,78.57
2074,2023Fall,CS237,Elective 17,Programming,4,Johnson,B,85.75,3.22,21.1,69.4,M,22,Junior,0,1,1,87.63,91.95
4788,2021Fall,CS237,Elective 17,Programming,4,Davis,B-,81.62,3.78,21.3,92.5,Other,19,Freshman,0,0,0,86.16,77.86
3879,2023Fall,CS102,Data Structures,Programming,3,Davis,B,84.9,3.28,27.0,100.0,M,19,Freshman,0,2,0,89.01,80.14
4394,2023Spring,CS234,Elective 14,Systems,3,Moore,C,73.4,3.14,6.4,78.9,F,20,Sophomore,0,3,0,73.33,81.98
2275,2021Fall,CS228,Elective 8,Systems,3,Miller,B+,88.59,2.66,8.0,81.9,F,19,Freshman,0,5,0,77.95,89.68
2247,2023Spring,CS207,Software Engineering,Software Engineering,4,Anderson,C-,70.03,2.49,,97.9,F,18,Freshman,0,1,0,68.66,70.87
2662,2023Fall,CS218,Parallel Computing,Systems,3,Smith,A,95.06,3.71,7.9,95.5,F,18,Freshman,0,6,0,,99.96
5281,2023Spring,CS102,Data Structures,Programming,3,Williams,B,85.29,3.28,12.5,87.0,F,18,Freshman,0,1,0,86.09,82.33
1722,2021Spring,CS206,Networks,Networks,4,Anderson,C+,77.87,2.97,10.2,89.8,Other,19,Freshman,0,3,0,77.18,
2416,2020Fall,CS226,Elective 6,Algorithms,4,Davis,C+,78.13,2.73,12.1,100.0,F,22,Junior,0,0,0,81.09,
4045,2020Fall,CS101,Intro to Programming,Programming,3,Anderson,B,84.05,3.45,26.7,100.0,M,21,Sophomore,0,4,1,85.49,82.71
5095,2023Fall,CS223,Elective 3,Data Science,4,Lopez,B,83.77,1.98,25.7,77.9,M,18,Freshman,0,3,0,85.42,81.47
119,2023Spring,CS219,Theory of Computation,Theory,3,Jackson,B+,87.8,3.87,20.2,,F,18,Freshman,0,3,0,85.35,
5468,2022Fall,CS205,Database Systems,Databases,3,Garcia,A,96.35,2.8,34.7,98.7,Other,20,Sophomore,0,2,0,89.22,98.05
4874,2023Fall,CS220,Cryptography,Theory,3,Moore,C+,79.41,3.98,10.7,87.6,Other,19,Freshman,0,2,0,83.54,85.09
2907,2022Fall,CS102,Data Structures,Programming,3,Martinez,B-,82.32,3.36,22.7,85.2,M,23,Junior,0,3,1,80.36,80.05
5886,2021Fall,CS233,Elective 13,Theory,4,Jones,ERR,110.0,3.36,17.0,95.9,M,18,Freshman,0,1,1,64.51,78.2
1138,2023Fall,CS238,Elective 18,Data Science,4,Lopez,C+,77.36,3.75,16.1,85.6,Other,19,Freshman,1,3,1,78.32,77.44
4059,2020Spring,CS232,Elective 12,Systems,4,Williams,B+,87.22,2.89,11.8,100.0,Other,19,Freshman,0,2,0,92.54,83.3
31,2021Fall,CS219,Theory of Computation,Theory,4,Lee,C+,77.31,2.33,14.3,,M,20,Sophomore,0,1,0,89.9,70.45
2501,2021Fall,CS226,Elective 6,Algorithms,3,Lopez,A,95.12,3.7,21.7,77.4,F,23,Junior,0,2,0,100.0,94.27
4998,2021Spring,CS211,Cybersecurity,Networks,3,Jackson,B+,88.95,3.31,12.4,85.8,M,18,Freshman,0,2,1,,86.01
879,2022Spring,CS204,Operating Systems,Systems,3,Jones,C,75.45,3.97,20.8,75.2,M,18,Freshman,1,2,1,78.28,77.58
4644,2020Spring,CS238,Elective 18,Data Science,3,Davis,A,94.88,2.71,25.0,78.6,M,18,Freshman,0,3,0,87.35,90.12
3057,2020Fall,CS215,Computer Graphics,Programming,4,Moore,C,74.03,3.07,18.9,72.4,M,22,Junior,0,3,0,70.78,70.16
550,2022Spring,CS233,Elective 13,Theory,4,Moore,D,68.06,3.99,2.6,100.0,Other,21,Sophomore,0,3,0,67.49,82.6
4590,2022Spring,CS208,Web Development,Programming,3,Johnson,B-,80.37,2.65,,81.2,M,20,Sophomore,0,2,0,75.2,
3970,2023Spring,CS218,Parallel Computing,Systems,3,Smith,B+,88.4,2.64,23.9,68.5,F,24,Senior,0,3,0,90.73,99.69
4270,2020Fall,CS227,Elective 7,AI,4,Jones,B,83.41,2.88,22.0,100.0,F,21,Sophomore,0,0,0,82.23,97.23
1537,2023Spring,CS227,Elective 7,AI,4,Martin,B+,89.93,2.95,9.2,79.2,F,18,Freshman,0,3,0,93.77,92.23
